Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales
Furniture,Arvada,United States,BEn peTeRmaN!,C-Line,9/12/2015,CA-2013-142902,80004,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,West,Corporate,9/14/2015,Second Class,Colorado,Furnishings,20%,1,4,4,15
Furniture,Arvada,United States,BEN PEtERmaN,Hon,9/13/2015,CA-2013-142902,80004,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,West,Corporate,9/18/2015,Second Class,Colorado,Chairs,20%,1,53,2,467
Furniture,Arvada,United States,beN pEtermaN,Eldon,9/13/2015,CA-2013-142902,80004,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",West,Corporate,9/15/2015,Second Class,Colorado,Furnishings,20%,1,2,1,15
Office Supplies,Arvada,United States,BeN peTeRmaN!,Avery,9/13/2015,CA-2013-142902,80004,Avery 509,West,Corporate,9/15/2015,Second Class,Colorado,Labels,20%,1,2,3,6
Office Supplies,Seattle,United States,SAraH FostEr31,Other,9/13/2015,CA-2013-128811,98103,OIC Bulk Pack Metal Binder Clips,West,Consumer,9/15/2015,Standard Class,Washington,Fasteners,0%,1,5,3,10
Office Supplies,Seattle,United States,sArAH foStEr39,Avery,9/13/2015,CA-2013-128811,98103,Avery 487,West,Consumer,9/15/2015,Standard Class,Washington,Labels,0%,1,5,3,11
Office Supplies,Seattle,United States,SaRAH FOSteR,GBC,9/13/2015,CA-2013-128811,98103,GBC Instant Report Kit,West,Consumer,9/17/2015,Standard Class,Washington,Binders,20%,1,8,4,21
Technology,Springfield,United States,aNTHOnY JOhnsoN63!,Imation,abc,CA-2013-123946,22153,Imation 30456 USB Flash Drive 8GB,South,Corporate,xyz,Standard Class,Virginia,Accessories,0%,1,,3,2.26E+242
Office Supplies,Springfield,United States,AnThoNY joHnson,Other,9/13/2015,CA-2013-123946,22153,Staples,South,Corporate,9/17/2015,Standard Class,Virginia,Fasteners,0%,1,5,3,11
Office Supplies,Springfield,United States,AnThONy johNsOn24,Rogers,9/13/2015,CA-2013-123946,22153,"Rogers Jumbo File, Granite",South,Corporate,9/18/2015,Standard Class,Virginia,Storage,0%,1,1,5,68
Furniture,Springfield,United States,anTHOny JOhNSoN26,Hon,abc,CA-2013-123946,22153,Hon Olson Stacker Chairs,South,Corporate,xyz,Standard Class,Virginia,Chairs,0%,1,inf,4,inf
Office Supplies,Roseville,United States,stevE chapMAN,Xerox,9/13/2015,CA-2013-152457,48066,Xerox 1991,Central,Corporate,9/18/2015,Standard Class,Michigan,Paper,0%,1,32,3,69
Technology,Louisville,United States,PHilISSe OVERcAsH!,Other,9/13/2015,CA-2013-151148,80027,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,West,Home Office,9/18/2015,Same Day,Colorado,Phones,20%,1,9,3,147
Furniture,Louisville,United States,,Global,9/13/2015,CA-2013-151148,80027,"Global Stack Chair without Arms, Black",West,Home Office,9/19/2015,Same Day,Colorado,Chairs,20%,1,5,4,83
Furniture,Utica,United States,MAtT COLLister!,DAX,9/13/2015,CA-2013-113082,13501,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",East,Corporate,9/14/2015,Standard Class,New York,Furnishings,0%,1,15,2,40
Office Supplies,Omaha,United States,ALeJaNdRO GrOve!,Rogers,9/13/2015,CA-2013-105732,68104,"Rogers Jumbo File, Granite",Central,Consumer,9/14/2015,Standard Class,Nebraska,Storage,0%,1,0,3,41
Office Supplies,Omaha,United States,aLejAnDro grove,Avery,9/14/2015,CA-2013-105732,68104,Avery 49,Central,Consumer,9/17/2015,Standard Class,Nebraska,Labels,0%,1,7,5,14
Technology,Omaha,United States,aLeJAnDrO GRoVE,Other,9/14/2015,CA-2013-105732,68104,"BlueLounge Milo Smartphone Stand, White/Metallic",Central,Consumer,9/19/2015,Standard Class,Nebraska,Phones,0%,1,42,5,150
Office Supplies,Omaha,United States,alEJANDro Grove,Other,9/14/2015,CA-2013-105732,68104,"Elite 5"" Scissors",Central,Consumer,9/19/2015,Standard Class,Nebraska,Supplies,0%,1,5,2,17
Office Supplies,Omaha,United States,aLEjANDRo grOVE,Things To Do,9/14/2015,CA-2013-105732,68104,Things To Do Today Pad,Central,Consumer,9/19/2015,Standard Class,Nebraska,Paper,0%,1,8,3,18
Office Supplies,Omaha,United States,ALEJaNDrO grOVE48!,Harmony,9/14/2015,CA-2013-105732,68104,Harmony Air Purifier,Central,Consumer,9/19/2015,Standard Class,Nebraska,Appliances,0%,1,136,2,378
Office Supplies,Omaha,United States,ALEJAndro GROVe34,Adams,9/14/2015,CA-2013-105732,68104,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Central,Consumer,9/19/2015,Standard Class,Nebraska,Paper,0%,1,9,3,18
Office Supplies,Omaha,United States,aleJaNDro GroVe,Fellowes,9/14/2015,CA-2013-105732,68104,"Fellowes Mobile File Cart, Black",Central,Consumer,9/19/2015,Standard Class,Nebraska,Storage,0%,1,101,6,373
Furniture,Omaha,United States,aLejaNdro gROVe8,Electrix,9/14/2015,CA-2013-105732,68104,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Central,Consumer,12/31/2023,Standard Class,Nebraska,Furnishings,0%,1,0,14,
Technology,Omaha,United States,aLEJANDrO grove76,Other,9/14/2015,CA-2013-105732,68104,Mediabridge Sport Armband iPhone 5s,Central,Consumer,9/19/2015,Standard Class,Nebraska,Phones,0%,1,0,3,30
Office Supplies,Columbia,United States,parheNA noRrIs!,Xerox,9/14/2015,CA-2013-155439,29203,Xerox 224,South,Home Office,12/31/2023,Standard Class,South Carolina,Paper,0%,1,inf,4,inf
Technology,Long Beach,United States,ClAy LUDtKE,Other,9/15/2015,CA-2013-153178,11561,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,East,Consumer,9/19/2015,Standard Class,New York,Phones,0%,1,131,3,438
Office Supplies,Long Beach,United States,claY lUDTKe,GBC,,CA-2013-153178,11561,GBC DocuBind 200 Manual Binding Machine,East,Consumer,,Standard Class,New York,Binders,20%,1,-253,2,0
Office Supplies,Philadelphia,United States,DEAN brAdEN,Xerox,9/15/2015,CA-2013-149370,19140,Xerox 1968,East,Consumer,9/19/2015,Standard Class,Pennsylvania,Paper,20%,1,2,1,5
Office Supplies,New York City,United States,adaM Hart,GBC,9/16/2015,CA-2013-149797,10011,GBC DocuBind 300 Electric Binding Machine,East,Corporate,9/19/2015,Standard Class,New York,Binders,20%,1,295,2,842
Office Supplies,Seattle,United States,ROB bEEGHLY,TOPS,9/16/2015,US-2013-128678,98105,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",West,Consumer,9/20/2015,Standard Class,Washington,Paper,0%,1,10,5,21
Office Supplies,Seattle,United States,Rob beEGHLY,Cardinal,9/16/2015,US-2013-128678,98105,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,Consumer,9/21/2015,Standard Class,Washington,Binders,20%,1,16,7,49
Office Supplies,Twin Falls,United States,JUStin dEGgELleR,Avery,abc,CA-2013-116911,83301,Avery Heavy-Duty EZD View Binder with Locking Rings,West,Corporate,xyz,Standard Class,Idaho,Binders,20%,1,,4,
Furniture,Twin Falls,United States,juSTin DEGgELleR!,Bretford,9/16/2015,CA-2013-116911,83301,Bretford Rectangular Conference Table Tops,West,Corporate,12/31/2023,Standard Class,Idaho,Tables,0%,1,,3,2.26E+227
Office Supplies,Seattle,United States,angELE HOod,Sanford,9/16/2015,CA-2013-160479,98105,SANFORD Major Accent Highlighters,West,Consumer,9/21/2015,Standard Class,Washington,Art,0%,1,13,5,35
Office Supplies,Laguna Niguel,United States,bECKY cASTeLL,Xerox,9/16/2015,US-2013-134369,92677,Xerox 1966,West,Home Office,9/21/2015,Standard Class,California,Paper,0%,1,6,2,13
Furniture,San Jose,United States,keITh daWkiNs!,Sauder,,CA-2013-123337,95123,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",West,Corporate,,Standard Class,California,Bookcases,15%,1,0,2,0
Office Supplies,San Jose,United States,kEiTH DaWKinS94,Eureka,9/17/2015,CA-2013-123337,95123,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",West,Corporate,9/23/2015,Standard Class,California,Appliances,0%,1,5,4,17
Furniture,Columbus,United States,cOReY RoPer,Global,9/17/2015,CA-2013-162159,31907,"Global Value Mid-Back Manager's Chair, Gray",South,Home Office,12/31/2023,First Class,Georgia,Chairs,0%,1,-30,2,0
Office Supplies,Los Angeles,United States,jIm sinK,Other,9/17/2015,CA-2013-109806,90036,Turquoise Lead Holder with Pocket Clip,West,Corporate,9/23/2015,Standard Class,California,Art,0%,1,7,3,20
Technology,Los Angeles,United States,jiM SiNK,Panasonic,9/18/2015,CA-2013-109806,90036,Panasonic Kx-TS550,West,Corporate,9/19/2015,Standard Class,California,Phones,20%,1,8,2,74
Office Supplies,Los Angeles,United States,JIm sInK!,Xerox,,CA-2013-109806,90036,Xerox 1995,West,Corporate,,Standard Class,California,Paper,0%,1,,1,0
Technology,Columbus,United States,cinDY sTeWaRT,Lexmark,abc,CA-2013-134208,31907,Lexmark X 9575 Professional All-in-One Color Printer,South,Consumer,xyz,Standard Class,Georgia,Machines,0%,1,inf,4,
Technology,Bangor,United States,LaUra arMSTroNg41,Other,9/18/2015,CA-2013-164091,4401,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,East,Corporate,9/23/2015,Standard Class,Maine,Phones,0%,1,131,3,438
Furniture,Bangor,United States,LAUra armsTROnG,C-Line,9/18/2015,CA-2013-164091,4401,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",East,Corporate,9/24/2015,Standard Class,Maine,Furnishings,0%,1,34,2,109
Furniture,Seattle,United States,sanJIT JacOBs56,Other,,CA-2013-159730,98103,Harbour Creations 67200 Series Stacking Chairs,West,Home Office,,Standard Class,Washington,Chairs,20%,1,0,2,0
Technology,Seattle,United States,SanJit jaCobS34,Other,9/18/2015,CA-2013-159730,98103,Clarity 53712,West,Home Office,9/23/2015,Standard Class,Washington,Phones,20%,1,8,2,106
Office Supplies,New York City,United States,LUKE WEIss,Avery,9/18/2015,CA-2013-111416,10035,Avery Arch Ring Binders,East,Consumer,9/22/2015,Standard Class,New York,Binders,20%,1,78,5,232
Office Supplies,Columbus,United States,bReNDan sWeeD,Sanford,abc,CA-2013-105900,47201,Sanford Liquid Accent Highlighters,Central,Corporate,xyz,Standard Class,Indiana,Art,0%,1,8.40E+84,5,
Furniture,Marlborough,United States,patRiCK O'dONNell,C-Line,9/18/2015,US-2013-152415,1752,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",East,Consumer,9/23/2015,Standard Class,Massachusetts,Furnishings,0%,1,6,3,15
Furniture,Marlborough,United States,patriCK O'DONNElL11!,Howard Miller,abc,US-2013-152415,1752,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",East,Consumer,xyz,Standard Class,Massachusetts,Furnishings,0%,1,inf,3,
Office Supplies,Springfield,United States,TROY StaeBEL77,SAFCO,9/18/2015,CA-2013-131093,45503,Safco Industrial Shelving,East,Consumer,9/23/2015,Second Class,Ohio,Storage,20%,1,-63,5,295
Office Supplies,Redmond,United States,cHuCK ClARK,Avery,9/18/2015,US-2013-148957,98052,Avery 481,West,Home Office,9/23/2015,Standard Class,Washington,Labels,0%,1,6,4,12
Office Supplies,New York City,United States,HEnRy maCaLListEr62,Avery,9/18/2015,CA-2013-106075,10009,Avery Binding System Hidden Tab Executive Style Index Sets,East,Consumer,9/21/2015,Standard Class,New York,Binders,20%,1,2,1,5
Furniture,Jacksonville,United States,nOna BAlk,Chromcraft,abc,CA-2013-140928,32216,Chromcraft Round Conference Tables,South,Corporate,xyz,Standard Class,Florida,Tables,45%,1,-167,4,
Furniture,Auburn,United States,ANnE mcFArLanD!,Office Star,9/19/2015,CA-2013-145905,36830,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,South,Consumer,9/24/2015,Standard Class,Alabama,Chairs,0%,1,84,1,351
Office Supplies,Auburn,United States,aNNE mCfaRlanD39!,Southworth,9/19/2015,CA-2013-145905,36830,Southworth Parchment Paper & Envelopes,South,Consumer,9/23/2015,Standard Class,Alabama,Paper,0%,1,6,2,13
Office Supplies,Auburn,United States,ANnE MCfARland3,Tennsco,9/19/2015,CA-2013-145905,36830,Tennsco Double-Tier Lockers,South,Consumer,9/24/2015,Standard Class,Alabama,Storage,0%,1,117,4,900
Furniture,Columbus,United States,seth VerNOn39,Eldon,9/19/2015,CA-2013-157511,43229,Eldon Pizzaz Desk Accessories,East,Consumer,9/24/2015,First Class,Ohio,Furnishings,20%,1,2,3,5
Furniture,Columbus,United States,seTh VeRnoN,Other,9/19/2015,CA-2013-157511,43229,"Situations Contoured Folding Chairs, 4/Set",East,Consumer,9/24/2015,First Class,Ohio,Chairs,30%,1,-7,2,99
Office Supplies,Columbus,United States,sETH VErNOn,Eldon,9/19/2015,CA-2013-157511,43229,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",East,Consumer,9/21/2015,First Class,Ohio,Art,20%,1,0,1,3
Furniture,New Rochelle,United States,MagdELEne MORsE,Global,9/19/2015,CA-2013-120355,10801,Global Leather Executive Chair,East,Consumer,9/21/2015,Standard Class,New York,Chairs,10%,1,140,2,632
Furniture,New Rochelle,United States,,DAX,9/19/2015,CA-2013-120355,10801,DAX Two-Tone Silver Metal Document Frame,East,Consumer,9/21/2015,Standard Class,New York,Furnishings,0%,1,26,3,61
Office Supplies,Jacksonville,United States,pAtriCK O'BRiLL61,Avery,9/19/2015,CA-2013-111409,32216,Avery 480,South,Consumer,9/26/2015,Standard Class,Florida,Labels,20%,1,1,1,3
Furniture,San Diego,United States,jANe WacO39,Global,abc,CA-2013-133935,92105,Global Troy Executive Leather Low-Back Tilter,West,Corporate,xyz,Standard Class,California,Chairs,20%,1,0,2,
Office Supplies,San Diego,United States,jAne wACo,Xerox,9/19/2015,CA-2013-133935,92105,Xerox 1945,West,Corporate,9/23/2015,Standard Class,California,Paper,0%,1,181,9,369
Furniture,San Diego,United States,jaNe wACo,Global,abc,CA-2013-133935,92105,"Global High-Back Leather Tilter, Burgundy",West,Corporate,xyz,Standard Class,California,Chairs,20%,1,-100,9,inf
Technology,Woodland,United States,Bill DONaTEllI23,Polycom,9/19/2015,CA-2013-110086,95695,Polycom CX300 Desktop Phone USB VoIP phone,West,Consumer,9/23/2015,Standard Class,California,Phones,20%,1,24,2,240
Furniture,Aurora,United States,EUGENE HiLdEBrAnD99,Global,9/19/2015,US-2013-156097,60505,Global Troy Executive Leather Low-Back Tilter,Central,Home Office,9/23/2015,Same Day,Illinois,Chairs,30%,1,-50,2,701
Office Supplies,Aurora,United States,euGene HIlDEBRANd32,Avery,9/20/2015,US-2013-156097,60505,Avery Binding System Hidden Tab Executive Style Index Sets,Central,Home Office,9/23/2015,Same Day,Illinois,Binders,80%,1,-3,2,2
Office Supplies,Providence,United States,rIck huThWAitE,Other,9/20/2015,CA-2013-168354,2908,"Hot File 7-Pocket, Floor Stand",East,Home Office,9/20/2015,First Class,Rhode Island,Storage,0%,1,482,9,1606
Office Supplies,Providence,United States,RicK HuTHwaiTE,Adams,9/20/2015,CA-2013-168354,2908,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",East,Home Office,9/20/2015,First Class,Rhode Island,Paper,0%,1,8,3,17
Office Supplies,Providence,United States,rIcK HuthwaItE,Other,9/20/2015,CA-2013-168354,2908,JM Magazine Binder,East,Home Office,9/22/2015,First Class,Rhode Island,Binders,0%,1,24,3,50
Furniture,Providence,United States,RIck hutHWAITe25,Other,9/20/2015,CA-2013-168354,2908,"Lifetime Advantage Folding Chairs, 4/Carton",East,Home Office,9/22/2015,First Class,Rhode Island,Chairs,0%,1,244,4,872
Office Supplies,Stockton,United States,sCoT wOOten,Xerox,9/20/2015,CA-2013-130267,95207,"Xerox Color Copier Paper, 11"" x 17"", Ream",West,Consumer,9/22/2015,Standard Class,California,Paper,0%,1,74,7,160
Office Supplies,Orange,United States,shIrlEy daNIElS,Storex,9/20/2015,CA-2013-102932,7050,Storex DuraTech Recycled Plastic Frosted Binders,East,Home Office,9/22/2015,Second Class,New Jersey,Binders,0%,1,13,6,25
Office Supplies,Orange,United States,ShIrley DAnIELs!,Acme,9/20/2015,CA-2013-102932,7050,Acme Forged Steel Scissors with Black Enamel Handles,East,Home Office,9/24/2015,Second Class,New Jersey,Supplies,0%,1,8,3,28
Office Supplies,Columbus,United States,thEONE PipPeNger,Other,9/20/2015,CA-2013-142370,31907,Letter Slitter,South,Consumer,9/24/2015,Standard Class,Georgia,Supplies,0%,1,0,2,5
Technology,Columbus,United States,,Logitech,9/20/2015,CA-2013-142370,31907,Logitech Wireless Marathon Mouse M705,South,Consumer,9/24/2015,Standard Class,Georgia,Accessories,0%,1,107,5,250
Furniture,Philadelphia,United States,anNE prYOr,Nu-Dell,,CA-2013-120250,19140,Nu-Dell Oak Frame,East,Home Office,,First Class,Pennsylvania,Furnishings,20%,1,,3,
Office Supplies,San Francisco,United States,chuCK cLArK17,Cardinal,9/20/2015,US-2013-114888,94109,Cardinal Holdit Business Card Pockets,West,Home Office,9/24/2015,Second Class,California,Binders,20%,1,4,3,12
Office Supplies,San Francisco,United States,Chuck cLARk,Other,9/20/2015,US-2013-114888,94109,Kleencut Forged Office Shears by Acme United Corporation,West,Home Office,9/23/2015,Second Class,California,Supplies,0%,1,2,3,6
Office Supplies,Providence,United States,ClYTIe KElTy,Other,9/20/2015,CA-2013-158610,2908,Home/Office Personal File Carts,East,Consumer,12/31/2023,First Class,Rhode Island,Storage,0%,1,8.40E+278,2,0
Office Supplies,San Francisco,United States,FrAnK HaWlEy,Avery,9/20/2015,CA-2013-168557,94122,Avery Heavy-Duty EZD  Binder With Locking Rings,West,Corporate,9/25/2015,Standard Class,California,Binders,20%,1,3,2,9
Office Supplies,San Francisco,United States,GReg MAXWell,Strathmore,9/20/2015,CA-2013-100244,94122,Strathmore Photo Frame Cards,West,Corporate,9/23/2015,Standard Class,California,Paper,0%,1,30,9,66
Office Supplies,San Francisco,United States,GREg MAXWeLl!,Fellowes,,CA-2013-100244,94122,Fellowes PB200 Plastic Comb Binding Machine,West,Corporate,,Standard Class,California,Binders,20%,1,0,2,0
Office Supplies,San Francisco,United States,gReg MAxWElL,Newell,9/21/2015,CA-2013-100244,94122,Newell 343,West,Corporate,9/25/2015,Standard Class,California,Art,0%,1,3,4,12
Office Supplies,San Francisco,United States,greG maxwElL37,Xerox,,CA-2013-100244,94122,Xerox 1944,West,Corporate,,Standard Class,California,Paper,0%,1,,2,0
Office Supplies,San Francisco,United States,gReg maxWELL,Ibico,9/21/2015,CA-2013-100244,94122,Ibico Plastic Spiral Binding Combs,West,Corporate,9/25/2015,Standard Class,California,Binders,20%,1,16,2,49
Furniture,Greensboro,United States,FiLIA MCADaMs!,Dana,9/21/2015,CA-2013-134516,27405,Dana Swing-Arm Lamps,South,Corporate,9/25/2015,Standard Class,North Carolina,Furnishings,20%,1,1,2,17
Furniture,Greensboro,United States,filia MCaDaMS,Global,9/21/2015,CA-2013-134516,27405,"Global High-Back Leather Tilter, Burgundy",South,Corporate,9/25/2015,Standard Class,North Carolina,Chairs,20%,1,-11,1,98
Office Supplies,New York City,United States,hELeN abELmAn,Honeywell,9/21/2015,CA-2013-145611,10035,Honeywell Quietcare HEPA Air Cleaner,East,Consumer,9/26/2015,Standard Class,New York,Appliances,0%,1,130,5,393
Office Supplies,Grand Rapids,United States,EdwARd naZZaL81,GBC,9/21/2015,CA-2013-126284,49505,GBC Poly Designer Binding Covers,Central,Consumer,9/26/2015,Standard Class,Michigan,Binders,0%,1,41,5,84
Furniture,Seattle,United States,HEaTHEr JAs,O'Sullivan,9/21/2015,CA-2013-166772,98105,O'Sullivan 5-Shelf Heavy-Duty Bookcases,West,Home Office,9/25/2015,Standard Class,Washington,Bookcases,0%,1,41,2,164
Office Supplies,Smyrna,United States,SAlLY hUGhSBy,Berol,,CA-2013-109743,37167,Berol Giant Pencil Sharpener,South,Corporate,,Standard Class,Tennessee,Art,20%,1,8.40E+190,3,2.26E+201
Technology,Smyrna,United States,sAlly hUghSBY,Other,abc,CA-2013-109743,37167,PayAnywhere Card Reader,South,Corporate,xyz,Standard Class,Tennessee,Phones,20%,1,,8,0
Office Supplies,Philadelphia,United States,PiErrE wENER4,Newell,9/23/2015,CA-2013-120257,19140,Newell 348,East,Consumer,9/30/2015,Standard Class,Pennsylvania,Art,20%,1,1,3,8
Office Supplies,Pembroke Pines,United States,AMY coX,Acco,9/23/2015,CA-2013-116232,33024,Acco Suede Grain Vinyl Round Ring Binder,South,Consumer,9/30/2015,Standard Class,Florida,Binders,70%,1,-6,9,8
Office Supplies,Pembroke Pines,United States,amY Cox82,Avery,9/23/2015,CA-2013-116232,33024,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",South,Consumer,9/29/2015,Standard Class,Florida,Labels,20%,1,6,2,17
Furniture,Louisville,United States,,G. E.,9/23/2015,US-2013-155404,40214,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,South,Home Office,9/27/2015,Standard Class,Kentucky,Furnishings,0%,1,6,2,13
