Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales,Profit Margin
Furniture,Oklahoma City,United States,Tom Stivers,Other,2015-11-14,CA-2013-128972,73120.0,"Master Giant Foot Doorstop, Safety Yellow",Central,Corporate,2015-11-19,Standard Class,Oklahoma,Furnishings,0.0,1.0,13.0,4.0,30.0,0.43
Technology,New York City,United States,Corinna Mitchell,Other,2015-11-14,US-2013-113677,10011.0,Xiaomi Mi3,East,Home Office,2015-11-19,Standard Class,New York,Phones,0.0,1.0,593.0,4.0,2280.0,0.26
Furniture,Seattle,United States,Philisse Overcash,DAX,2015-11-14,CA-2013-147683,98103.0,DAX Solid Wood Frames,West,Home Office,2015-11-20,Standard Class,Washington,Furnishings,0.0,1.0,7.0,2.0,20.0,0.35
Technology,Atlanta,United States,Allen Armold,Logitech,2015-11-14,CA-2013-131065,30318.0,Logitech diNovo Edge Keyboard,South,Consumer,2015-11-20,Second Class,Georgia,Accessories,0.0,1.0,115.0,2.0,500.0,0.23
Office Supplies,Atlanta,United States,Allen Armold,Xerox,2015-11-15,CA-2013-131065,30318.0,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),South,Consumer,2015-11-18,Second Class,Georgia,Paper,0.0,1.0,2.0,1.0,5.0,0.4
Office Supplies,Atlanta,United States,Allen Armold,ACCOHIDE,2015-11-15,CA-2013-131065,30318.0,"ACCOHIDE 3-Ring Binder, Blue, 1""",South,Consumer,2015-11-17,Second Class,Georgia,Binders,0.0,1.0,4.0,2.0,8.0,0.5
Office Supplies,Houston,United States,Kelly Collister,Other,2015-11-15,CA-2013-134691,77041.0,Binder Posts,Central,Consumer,2015-11-17,Standard Class,Texas,Binders,0.8,1.0,-4.0,2.0,2.0,-2.0
Furniture,New York City,United States,Maria Bertelson,Hon,2015-11-15,CA-2013-118759,10009.0,Hon GuestStacker Chair,East,Consumer,2015-11-20,First Class,New York,Chairs,0.1,1.0,73.0,2.0,408.0,0.18
Office Supplies,New York City,United States,Maria Bertelson,Tenex,2015-11-15,CA-2013-118759,10009.0,"Tenex Personal Project File with Scoop Front Design, Black",East,Consumer,2015-11-19,First Class,New York,Storage,0.0,1.0,11.0,3.0,40.0,0.28
Furniture,Philadelphia,United States,Unknown Customer,Global,2015-11-15,CA-2013-121370,19134.0,Global Ergonomic Managers Chair,East,Consumer,2015-11-18,Second Class,Pennsylvania,Chairs,0.3,1.0,-22.0,3.0,380.0,-0.06
Technology,Philadelphia,United States,Eugene Barchas,Sharp,2015-11-15,CA-2013-121370,19134.0,Sharp AL-1530CS Digital Copier,East,Consumer,2015-11-18,Second Class,Pennsylvania,Copiers,0.4,1.0,180.0,4.0,1200.0,0.15
Furniture,Philadelphia,United States,Unknown Customer,DAX,2015-11-15,CA-2013-121370,19134.0,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",East,Consumer,2015-11-20,Second Class,Pennsylvania,Furnishings,0.2,1.0,10.0,3.0,49.0,0.2
Office Supplies,Los Angeles,United States,Tim Brockman,Newell,2015-11-15,US-2013-112970,90049.0,Newell 35,West,Consumer,2015-11-20,First Class,California,Art,0.0,1.0,3.0,3.0,10.0,0.3
Technology,Baltimore,United States,Ryan Crowe,Other,2015-11-15,US-2013-144351,21215.0,"BlueLounge Milo Smartphone Stand, White/Metallic",East,Consumer,2015-11-21,Standard Class,Maryland,Phones,0.0,1.0,25.0,3.0,90.0,0.28
Technology,New York City,United States,Darren Powers,Other,2015-11-15,CA-2013-166618,10035.0,"SmartStand Mobile Device Holder, Assorted Colors",East,Consumer,2015-11-21,Standard Class,New York,Phones,0.0,1.0,4.0,2.0,14.0,0.29
Office Supplies,New York City,United States,Darren Powers,Boston,2015-11-15,CA-2013-166618,10035.0,Boston Home & Office Model 2000 Electric Pencil Sharpeners,East,Consumer,2015-11-19,Standard Class,New York,Art,0.0,1.0,6.0,1.0,24.0,0.25
Technology,Los Angeles,United States,Stewart Carmichael,Imation,2015-11-15,CA-2013-105963,90008.0,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,West,Corporate,2015-11-19,Standard Class,California,Accessories,0.0,1.0,41.0,3.0,99.0,0.41
Office Supplies,Los Angeles,United States,Toby Gnade,Fellowes,2015-11-16,CA-2013-146633,90049.0,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,West,Consumer,2015-11-19,Second Class,California,Binders,0.2,1.0,381.0,1.0,1017.0,0.37
Office Supplies,Los Angeles,United States,Toby Gnade,Avery,2015-11-16,CA-2013-146633,90049.0,Avery Self-Adhesive Photo Pockets for Polaroid Photos,West,Consumer,2015-11-23,Second Class,California,Binders,0.2,1.0,13.0,7.0,38.0,0.34
Technology,San Diego,United States,Anna Hberlin,Polycom,2015-11-16,CA-2013-148740,92024.0,Polycom SoundPoint IP 450 VoIP phone,West,Corporate,2015-11-18,Standard Class,California,Phones,0.2,1.0,27.0,2.0,361.0,0.07
Furniture,Burlington,United States,Unknown Customer,Hon,2015-11-16,CA-2013-130820,27217.0,Hon Racetrack Conference Tables,South,Corporate,2015-11-18,Same Day,North Carolina,Tables,0.4,1.0,-200.0,4.0,630.0,-0.32
Office Supplies,Carlsbad,United States,Ruben Dartt,Staple envelope,2015-11-16,CA-2013-154508,88220.0,Staple envelope,West,Consumer,2015-11-20,Standard Class,New Mexico,Envelopes,0.0,1.0,13.0,5.0,28.0,0.46
Office Supplies,Roseville,United States,Ionia Mcgrath,Other,2015-11-17,CA-2013-124527,95661.0,Round Ring Binders,West,Consumer,2015-11-16,First Class,California,Binders,0.2,1.0,3.0,5.0,8.0,0.38
Office Supplies,Carlsbad,United States,Maribeth Schnelling,Avery,2015-11-17,CA-2013-150658,88220.0,Avery Non-Stick Binders,West,Consumer,2015-11-21,Standard Class,New Mexico,Binders,0.2,1.0,3.0,3.0,11.0,0.27
Technology,The Colony,United States,Barry Gonzalez,Apple,2015-11-18,CA-2013-134110,75056.0,Apple EarPods with Remote and Mic,Central,Consumer,2015-11-18,First Class,Texas,Phones,0.2,1.0,7.0,3.0,67.0,0.1
Office Supplies,The Colony,United States,Barry Gonzalez,TOPS,2015-11-18,CA-2013-134110,75056.0,"TOPS Voice Message Log Book, Flash Format",Central,Consumer,2015-11-23,First Class,Texas,Paper,0.2,1.0,6.0,4.0,15.0,0.4
Office Supplies,Oklahoma City,United States,Unknown Customer,Tennsco,2015-11-18,CA-2013-136812,73120.0,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Central,Home Office,2015-11-19,Standard Class,Oklahoma,Storage,0.0,1.0,56.0,4.0,1118.0,0.05
Office Supplies,Pasadena,United States,Steve Nguyen,Other,2015-11-19,CA-2013-119963,77506.0,4009 Highlighters by Sanford,Central,Home Office,2015-11-19,Standard Class,Texas,Art,0.2,1.0,1.0,2.0,6.0,0.17
Office Supplies,Pasadena,United States,Steve Nguyen,Avery,2015-11-19,CA-2013-119963,77506.0,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Central,Home Office,2015-11-24,Standard Class,Texas,Labels,0.2,1.0,16.0,2.0,49.0,0.33
Furniture,Pasadena,United States,Steve Nguyen,Global,2015-11-19,CA-2013-119963,77506.0,"Global Value Steno Chair, Gray",Central,Home Office,2015-11-23,Standard Class,Texas,Chairs,0.3,1.0,-18.0,6.0,255.0,-0.07
Technology,Los Angeles,United States,Tracy Collins,Grandstream,2015-11-19,CA-2013-166226,90008.0,Grandstream GXP2100 Mainstream Business Phone,West,Home Office,2015-11-23,Standard Class,California,Phones,0.2,1.0,6.0,1.0,61.0,0.1
Office Supplies,Los Angeles,United States,Tracy Collins,Fellowes,2015-11-19,CA-2013-166226,90008.0,Fellowes Command Center 5-outlet power strip,West,Home Office,2015-11-25,Standard Class,California,Appliances,0.0,1.0,18.0,1.0,68.0,0.26
Furniture,Taylor,United States,Ashley Jarboe,Novimex,2015-11-19,CA-2013-115378,48180.0,Novimex Swivel Fabric Task Chair,Central,Consumer,2015-11-23,Second Class,Michigan,Chairs,0.0,1.0,33.0,2.0,302.0,0.11
Technology,Huntsville,United States,Karen Carlisle,Logitech,2015-11-19,US-2013-138408,35810.0,Logitech Z-906 Speaker sys - home theater - 5.1-CH,South,Corporate,2015-11-23,Second Class,Alabama,Accessories,0.0,1.0,528.0,4.0,1320.0,0.4
Technology,San Diego,United States,Patrick Gardner,WD My Passport,2015-11-19,CA-2013-103464,92105.0,WD My Passport Ultra 2TB Portable External Hard Drive,West,Consumer,2015-11-24,Standard Class,California,Accessories,0.0,1.0,95.0,5.0,595.0,0.16
Office Supplies,Concord,United States,Bobby Elias,Other,2015-11-19,CA-2013-108630,94521.0,Recycled Premium Regency Composition Covers,West,Consumer,2015-11-22,Same Day,California,Binders,0.2,1.0,22.0,5.0,61.0,0.36
Office Supplies,New York City,United States,Doug Jacobs,Avery,2015-11-19,CA-2013-164511,10024.0,Avery Hanging File Binders,East,Consumer,2015-11-23,Standard Class,New York,Binders,0.2,1.0,5.0,3.0,14.0,0.36
Office Supplies,New York City,United States,Doug Jacobs,Fellowes,2015-11-20,CA-2013-164511,10024.0,Fellowes Neat Ideas Storage Cubes,East,Consumer,2015-11-19,Standard Class,New York,Storage,0.0,1.0,3.0,2.0,65.0,0.05
Office Supplies,New York City,United States,Doug Jacobs,Advantus,2015-11-20,CA-2013-164511,10024.0,Advantus Rolling Storage Box,East,Consumer,2015-11-25,Standard Class,New York,Storage,0.0,1.0,19.0,4.0,69.0,0.28
Office Supplies,Houston,United States,Eric Hoffmann,GBC,2015-11-20,US-2013-110156,77041.0,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Central,Consumer,2015-11-25,Standard Class,Texas,Binders,0.8,1.0,-17.0,5.0,11.0,-1.55
Office Supplies,Houston,United States,Eric Hoffmann,Other,2015-11-20,US-2013-110156,77041.0,Staples,Central,Consumer,2015-11-25,Standard Class,Texas,Fasteners,0.2,1.0,22.0,12.0,58.0,0.38
Office Supplies,Houston,United States,Eric Hoffmann,Other,2015-11-20,US-2013-110156,77041.0,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Central,Consumer,2015-11-25,Standard Class,Texas,Envelopes,0.2,1.0,14.0,3.0,41.0,0.34
Office Supplies,Houston,United States,Eric Hoffmann,Xerox,2015-11-20,US-2013-110156,77041.0,Xerox 1905,Central,Consumer,2015-11-25,Standard Class,Texas,Paper,0.2,1.0,4.0,2.0,10.0,0.4
Office Supplies,Houston,United States,Eric Hoffmann,Avery,2015-11-20,US-2013-110156,77041.0,Avery Hidden Tab Dividers for Binding Systems,Central,Consumer,2015-11-25,Standard Class,Texas,Binders,0.8,1.0,-2.0,2.0,1.0,-2.0
Office Supplies,Niagara Falls,United States,Nora Pelletier,Newell,2015-11-20,CA-2013-113138,14304.0,Newell 340,East,Home Office,2015-11-25,Standard Class,New York,Art,0.0,1.0,5.0,6.0,17.0,0.29
Office Supplies,Niagara Falls,United States,Nora Pelletier,GBC,2015-11-20,CA-2013-113138,14304.0,GBC Plastic Binding Combs,East,Home Office,2015-11-25,Standard Class,New York,Binders,0.2,1.0,6.0,3.0,18.0,0.33
Office Supplies,Indianapolis,United States,Tim Taslimi,Acco,2015-11-20,CA-2013-111143,46203.0,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Central,Corporate,2015-11-26,First Class,Indiana,Appliances,0.0,1.0,16.0,3.0,55.0,0.29
Office Supplies,Jacksonville,United States,Liz Thompson,Other,2015-11-20,CA-2013-157364,28540.0,Deluxe Chalkboard Eraser Cleaner,South,Consumer,2015-11-26,First Class,North Carolina,Art,0.2,1.0,6.0,2.0,18.0,0.33
Office Supplies,Long Beach,United States,Natalie Decherney,Other,2015-11-20,CA-2013-130778,11561.0,Disposable Triple-Filter Dust Bags,East,Consumer,2015-11-23,Standard Class,New York,Appliances,0.0,1.0,2.0,2.0,9.0,0.22
Furniture,Seattle,United States,Janet Molinari,Tenex,2015-11-20,CA-2013-126858,98115.0,Tenex Chairmats For Use With Carpeted Floors,West,Corporate,2015-11-26,Standard Class,Washington,Furnishings,0.0,1.0,2.0,2.0,32.0,0.06
Office Supplies,Edmond,United States,Nora Paige,Avery,2015-11-20,CA-2013-114104,73034.0,Avery 519,Central,Consumer,2015-11-26,Standard Class,Oklahoma,Labels,0.0,1.0,7.0,2.0,15.0,0.47
Office Supplies,Columbus,United States,Nick Zandusky,Advantus,2015-11-21,CA-2013-110772,43229.0,Advantus SlideClip Paper Clips,East,Home Office,2015-11-25,Second Class,Ohio,Fasteners,0.2,1.0,7.0,7.0,19.0,0.37
Office Supplies,Columbus,United States,Nick Zandusky,Avery,2015-11-21,CA-2013-110772,43229.0,Avery 512,East,Home Office,2015-11-25,Second Class,Ohio,Labels,0.2,1.0,6.0,8.0,18.0,0.33
Technology,Columbus,United States,Nick Zandusky,Logitech,2015-11-21,CA-2013-110772,43229.0,Logitech Wireless Gaming Headset G930,East,Home Office,2015-11-25,Second Class,Ohio,Accessories,0.2,1.0,54.0,2.0,256.0,0.21
Furniture,Columbus,United States,Nick Zandusky,Bush,2015-11-21,CA-2013-110772,43229.0,"Bush Westfield Collection Bookcases, Medium Cherry Finish",East,Home Office,2015-11-25,Second Class,Ohio,Bookcases,0.5,1.0,-49.0,3.0,87.0,-0.56
Office Supplies,Cincinnati,United States,Allen Goldenen,Southworth,2015-11-21,CA-2013-109820,45231.0,Southworth 25% Cotton Granite Paper & Envelopes,East,Consumer,2015-11-25,First Class,Ohio,Paper,0.2,1.0,5.0,3.0,16.0,0.31
Office Supplies,Cincinnati,United States,Allen Goldenen,Acco,2015-11-21,CA-2013-109820,45231.0,Acco 3-Hole Punch,East,Consumer,2015-11-25,First Class,Ohio,Binders,0.7,1.0,-2.0,2.0,3.0,-0.67
Office Supplies,Cincinnati,United States,Allen Goldenen,Avery,2015-11-21,CA-2013-109820,45231.0,Avery Recycled Flexi-View Covers for Binding Systems,East,Consumer,2015-11-23,First Class,Ohio,Binders,0.7,1.0,-11.0,3.0,14.0,-0.79
Furniture,Houston,United States,David Wiener,Global,2015-11-21,US-2013-127971,77095.0,"Global Wood Trimmed Manager's Task Chair, Khaki",Central,Corporate,2015-11-23,Standard Class,Texas,Chairs,0.3,1.0,-77.0,5.0,318.0,-0.24
Technology,Houston,United States,David Wiener,Samsung,2015-11-21,US-2013-127971,77095.0,Samsung HM1900 Bluetooth Headset,Central,Corporate,2015-11-23,Standard Class,Texas,Phones,0.2,1.0,46.0,7.0,123.0,0.37
Furniture,Houston,United States,David Wiener,Eldon,2015-11-21,US-2013-127971,77095.0,Eldon Wave Desk Accessories,Central,Corporate,2015-11-28,Standard Class,Texas,Furnishings,0.6,1.0,-3.0,3.0,7.0,-0.43
Office Supplies,Columbus,United States,Barbara Fisher,Ampad,2015-11-21,CA-2013-100041,47201.0,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Central,Corporate,2015-11-28,Standard Class,Indiana,Paper,0.0,1.0,4.0,2.0,9.0,0.44
Office Supplies,Columbus,United States,Barbara Fisher,Pressboard,2015-11-21,CA-2013-100041,47201.0,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Central,Corporate,2015-11-26,Standard Class,Indiana,Binders,0.0,1.0,2.0,1.0,5.0,0.4
Office Supplies,Newark,United States,Shirley Jackson,Wilson Jones,2015-11-21,CA-2013-121356,19711.0,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",East,Consumer,2015-11-25,Standard Class,Delaware,Binders,0.0,1.0,63.0,3.0,128.0,0.49
Furniture,Orlando,United States,Frank Atkinson,O'Sullivan,2015-11-21,CA-2013-113845,32839.0,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,South,Corporate,2015-11-28,Standard Class,Florida,Bookcases,0.2,1.0,11.0,2.0,290.0,0.04
Technology,Montebello,United States,Brendan Murry,Sony,2015-11-21,CA-2013-142615,90640.0,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,West,Corporate,2015-11-26,Standard Class,California,Accessories,0.0,1.0,4.0,2.0,28.0,0.14
Furniture,Gresham,United States,Unknown Customer,Novimex,2015-11-21,US-2013-114293,97030.0,Novimex Fabric Task Chair,West,Consumer,2015-11-26,Standard Class,Oregon,Chairs,0.2,1.0,-12.0,4.0,195.0,-0.06
Technology,Des Moines,United States,Denise Monton,Logitech,2015-11-22,CA-2013-114482,50315.0,Logitech Mobile Speakerphone P710e - speaker phone,Central,Corporate,2015-11-27,Second Class,Iowa,Phones,0.0,1.0,109.0,3.0,405.0,0.27
Technology,Columbus,United States,Chloris Kastensmidt,Texas Instruments,2015-11-22,CA-2013-140018,43229.0,Texas Instrument TI-15 Fraction Calculator,East,Consumer,2015-11-26,Standard Class,Ohio,Machines,0.7,1.0,-24.0,7.0,30.0,-0.8
Furniture,Columbus,United States,Chloris Kastensmidt,Global,2015-11-22,CA-2013-140018,43229.0,"Global Value Steno Chair, Gray",East,Consumer,2015-11-26,Standard Class,Ohio,Chairs,0.3,1.0,-9.0,3.0,128.0,-0.07
Furniture,Columbus,United States,Chloris Kastensmidt,Other,2015-11-22,CA-2013-140018,43229.0,"Computer Room Manger, 14""",East,Consumer,2015-11-27,Standard Class,Ohio,Furnishings,0.2,1.0,16.0,3.0,78.0,0.21
Office Supplies,Chicago,United States,Roger Demir,Xerox,2015-11-22,CA-2013-146157,60610.0,Xerox 1910,Central,Consumer,2015-11-27,Standard Class,Illinois,Paper,0.2,1.0,13.0,1.0,38.0,0.34
Office Supplies,Chicago,United States,Roger Demir,Tenex,2015-11-22,CA-2013-146157,60610.0,"Tenex Personal Project File with Scoop Front Design, Black",Central,Consumer,2015-11-27,Standard Class,Illinois,Storage,0.2,1.0,2.0,2.0,22.0,0.09
Technology,Chicago,United States,Roger Demir,Other,2015-11-22,CA-2013-146157,60610.0,Lenovo 17-Key USB Numeric Keypad,Central,Consumer,2015-11-27,Standard Class,Illinois,Accessories,0.2,1.0,2.0,3.0,82.0,0.02
Office Supplies,New York City,United States,Mike Vittorini,Xerox,2015-11-22,CA-2013-114895,10035.0,Xerox 1975,East,Consumer,2015-11-27,Standard Class,New York,Paper,0.0,1.0,6.0,2.0,13.0,0.46
Furniture,New York City,United States,Julie Kriz,Hon,2015-11-22,CA-2013-113425,10009.0,"Hon Metal Bookcases, Putty",East,Home Office,2015-11-27,Same Day,New York,Bookcases,0.2,1.0,13.0,2.0,114.0,0.11
Furniture,New York City,United States,Todd Boyes,Luxo,2015-11-22,CA-2013-154711,10009.0,Luxo Economy Swing Arm Lamp,East,Corporate,2015-11-22,Standard Class,New York,Furnishings,0.0,1.0,11.0,2.0,40.0,0.28
Office Supplies,New York City,United States,Todd Boyes,Acco,2015-11-23,CA-2013-154711,10009.0,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",East,Corporate,2015-11-27,Standard Class,New York,Binders,0.2,1.0,4.0,4.0,12.0,0.33
Office Supplies,New York City,United States,Todd Boyes,BIC,2015-11-23,CA-2013-154711,10009.0,BIC Liqua Brite Liner,East,Corporate,2015-11-27,Standard Class,New York,Art,0.0,1.0,7.0,3.0,21.0,0.33
Office Supplies,Detroit,United States,Unknown Customer,Ibico,2015-11-23,CA-2013-131576,48205.0,Ibico Standard Transparent Covers,Central,Consumer,2015-11-27,Standard Class,Michigan,Binders,0.0,1.0,24.0,3.0,49.0,0.49
Office Supplies,Houston,United States,Jeremy Ellison,Wilson Jones,2015-11-23,US-2013-132577,77095.0,Wilson Jones Impact Binders,Central,Consumer,2015-11-27,Standard Class,Texas,Binders,0.8,1.0,-10.0,6.0,6.0,-1.67
Office Supplies,Houston,United States,Jeremy Ellison,Newell,2015-11-23,US-2013-132577,77095.0,Newell 348,Central,Consumer,2015-11-27,Standard Class,Texas,Art,0.2,1.0,3.0,9.0,24.0,0.12
Office Supplies,Houston,United States,Jeremy Ellison,Avery,2015-11-23,US-2013-132577,77095.0,Avery 494,Central,Consumer,2015-11-28,Standard Class,Texas,Labels,0.2,1.0,1.0,1.0,2.0,0.5
Office Supplies,New York City,United States,Cathy Armstrong,GBC,2015-11-23,US-2013-164945,10009.0,GBC Premium Transparent Covers with Diagonal Lined Pattern,East,Home Office,2015-11-28,Standard Class,New York,Binders,0.2,1.0,47.0,8.0,134.0,0.35
Office Supplies,Philadelphia,United States,Luke Schmidt,Advantus,2015-11-23,CA-2013-160129,19140.0,Advantus Map Pennant Flags and Round Head Tacks,East,Corporate,2015-11-28,Same Day,Pennsylvania,Fasteners,0.2,1.0,2.0,5.0,16.0,0.12
Furniture,Philadelphia,United States,Luke Schmidt,Nu-Dell,2015-11-24,CA-2013-160129,19140.0,Nu-Dell Float Frame 11 x 14 1/2,East,Corporate,2015-11-28,Same Day,Pennsylvania,Furnishings,0.2,1.0,4.0,2.0,14.0,0.29
Office Supplies,Philadelphia,United States,Matthew Grinstein,Stockwell,2015-11-24,CA-2013-105284,19143.0,Stockwell Gold Paper Clips,East,Home Office,2015-11-24,Standard Class,Pennsylvania,Fasteners,0.2,1.0,2.0,3.0,4.0,0.5
Office Supplies,New York City,United States,Nat Carroll,Acco,2015-11-25,CA-2013-124485,10035.0,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",East,Consumer,2015-11-24,First Class,New York,Binders,0.2,1.0,6.0,4.0,17.0,0.35
Technology,New York City,United States,Nat Carroll,SanDisk,2015-11-25,CA-2013-124485,10035.0,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,East,Consumer,2015-11-27,First Class,New York,Accessories,0.0,1.0,11.0,4.0,88.0,0.12
Office Supplies,New York City,United States,Nat Carroll,Xerox,2015-11-25,CA-2013-124485,10035.0,Xerox 217,East,Consumer,2015-11-27,First Class,New York,Paper,0.0,1.0,3.0,1.0,6.0,0.5
Technology,Los Angeles,United States,Alyssa Tate,Other,2015-11-25,CA-2013-100468,90045.0,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",West,Home Office,2015-11-27,Standard Class,California,Phones,0.2,1.0,3.0,2.0,34.0,0.09
Office Supplies,Dallas,United States,Neola Schneider,Sterilite,2015-11-25,CA-2013-128531,75217.0,Sterilite Officeware Hinged File Box,Central,Consumer,2015-12-02,Second Class,Texas,Storage,0.2,1.0,4.0,5.0,42.0,0.1
